Case ID,beginning date,end date,exact date unclear,offline / online,website,mode,province,location,participants (offline),posts (online),interactions (online),led-by,issue,group,target,demands,repression type,concession type,link to other event,link to movement,verification tier,documentation,description
739,2022/09/21,,yes,offline,,group demonstration,Guangxi,Nanning,10-99,,,male,fraud,investors,furniture company,return assets,,,,,Tier 1,,"A group of investors protested with banners outside Nanning Dajiahui Furniture Mall, demanding that a furniture company return their property."
738,2022/09/15,2022/09/17,no,offline,,"performance art, non-cooperation",Hebei,Zhangjiakou,2--9,,,male,COVID-19 pandemic policies,rural residents,local government,policy change,,policy changed,,,Tier 1,,"Two residents of Taipingbao Village in Zhangjiakou, successfully won the local government to compromise through performance art, allowing them not to undergo unnecessary COVID-19 PCR tests."
737,2022/07/31,,yes,offline,,group demonstration,Hubei,Wuhan,10-99,,,,fraud,property buyers,property developer,rescind contract,,,,,Tier 1,,"Homebuyers of the Blue Sky Garden project in Xiantao City, Wuhan, held up banners in front of the sales center to protest against the developer's false advertisement, which caused them to suffer losses. They demanded to terminate the contract."
736,2022/07/25,,no,offline,,group demonstration,Shaanxi,Xi'an,10-99,,,,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,"A group of construction workers held banner in front of the reception center of the Xi'an Greentown Ziwei Mansion project, demanding that the developer pay the long-overdue construction and material fees."
735,2022/06/21,,no,offline,,group demonstration,Sichuan,Chengdu,10-99,,,,project plan violation,property buyers,property developer,,,,,,Tier 1,,Homebuyers of Vanke Park Legend in Chengdu went to the developer's headquarters to protest with signs against the developer's false advertising and failure to follow the construction plan.
734,2022/09/20,,yes,offline,,collective petitioning,Shanxi,Luliang,10-99,,,,delayed housing project,property buyers,local government,,,,,,Tier 1,,"As the construction of Luliang Evergrande Mansion stalled for a long time, homebuyers went to the city hall to appeal to the authorities but were stopped by the security guards at the entrance."
733,2022/09/15,,yes,offline,,group demonstration,Shandong,Weifang,2--9,,,,school bullying,victim's family/friends,public school,school intervention,,,,,Tier 1,,"Weifang Shenglidong Primary School had a school bullying incident, and the parents of the student(s) held a banner on the roadside to plead with the school to actively deal with the school bullying."
732,2022/08/14,,yes,offline,,group demonstration,Fujian,Zhangzhou,2--9,,,,illegal property handover,property owners,property developer,provide certificates/documents,,,,,Tier 1,,"Homeowners of ""City Central Golden Plaza"" in Zhangzhou who bought their houses more than 10 years ago still couldn't get their property licenses, so they held a banner in front of the sales center to demand that the developer address this issue."
731,2022/08/13,,no,offline,,group demonstration,Henan,Zhengzhou,10-99,,,,delayed housing project,property buyers,local government,government intervention,arrest/detention,,,,Tier 1,,"As the project of ""Yuesan City"" in Zhengzhou stalled, homebuyers went to the sales center with banners asking the government to investigate the developer, and the poster said several people were detained by the police."
730,2022/08/31,,no,offline,,collective petitioning,Jiangsu,Nanjing,10-99,,,,delayed housing project,property buyers,local government,,monitoring,,,,Tier 1,,"As the construction of Nanjing Jiayuan Plaza had stalled, homebuyers protested with banners and went to the municipal government for help, but were stopped by police outside."
729,2022/10/15,,yes,offline,,group demonstration,Jiangxi,Ji'an,10-99,,,,delayed housing project,property buyers,property developer,"government intervention, resume construction",,,,mortgage default movement,Tier 1,,"Homebuyers of Ji'an Sanshui Literary Garden project went to the sales center to protest, demanding the developer resume construction. They also announced the suspension of mortgage repayment if the developer did not resume construction."
728,2022/10/12,,yes,offline,,group demonstration,Jiangsu,Xuzhou,2--9,,,,pay and benefits,steel industry workers,steel company,payment of arrears,,,,,Tier 1,,Several workers held banners at the gate of Xuzhou Xu Steel Group to demand wages.
727,2022/09/21,,no,offline,,lawsuit,Hubei,Ezhou,1,,,,verdict/sanction disputes,urban residents,local government,"revocation of sanction, compensation",,,,,Tier 1,,"A netizen in Hubei was detained by the Ezhou police for 15 days under the name of ""picking quarrels and provoking trouble"" after questioning ”who gave the township the power to illegally lockdown?"" on Weibo. The netizen then filed an administrative lawsuit, demanding that the punishment be revoked and that he should be compensated."
726,2022/10/12,,yes,offline,,lawsuit,,Chongqing,1,,,,COVID-19 pandemic policies,students,university,government accountability,,,,,Tier 1,,"A student at Southwest University of Political Science and Law in Chongqing filed a lawsuit against the school. According to the lawsuit documents, he sued the school because of the frequently change of the epedemic prevention policy, but the school required the plaintiff to bear the cost of off-campus accommodation."
725,2022/09/20,,yes,offline,,group demonstration,Henan,Zhoukou,10-99,,,,delayed housing project,property buyers,local government,property handover,,,,,Tier 1,,"As the construction of ""Hanfu Park One"" in Zhoukou had stalled, homebuyers held up banners in front of the city hall and demanded the property handover. According to the poster, the homebuyers were dispersed and banners confiscated."
724,2022/07/29,,yes,offline,,group demonstration,Jiangxi,Ruijin,10-99,,,,delayed housing project,property buyers,property developer,refund,,,,,Tier 1,,"Property buyers of Ruijin Agricultural and Sideline Products Trading Center accused the developer of failing to hand over the property as scheduled and held up banners in front of the project reception center, demanding refunds."
723,2022/09/10,,yes,offline,,group demonstration,Hubei,Wuhan,10-99,,,,property pricing,property buyers,property developer,,"monitoring, non-state violence",,,,Tier 1,,"Homebuyers of Wuhan Landsea Green held banners in the sales center to protest the developer's price cut on the property units. According to the poster, the developer's employees used violence against homebuyers while police were present."
722,2022/08/02,,yes,offline,,group demonstration,Shandong,Zaozhuang,10-99,,,,property management disputes,property owners,property management,replacing service provider,,,,,Tier 1,,"Homeowners of Daonanli in Zaozhuang had disputes with the property management company over the parking space ownership issue, accusing the company of blocking their cars from entering and demanding that the company be replaced. The video shows a police presence."
721,2022/07/08,,no,offline,,group demonstration,Hubei,Huanggang,10-99,,,,property management disputes,property owners,property management,corporate accountability,,,,,Tier 1,,"Homeowners of one residential complex in Macheng held a banner and signs to accuse the property management company of mismanagement that caused safety issues with drinking water. They demanded that the problems be solved, or the property management fees would not be paid."
720,2022/08/12,,yes,offline,,"petition, one-person demonstrationnon-cooperation",Shanxi,Taiyuan,1,,,,delayed housing project,property buyers,"local government, property developer","government intervention, corporate accountability","monitoring, movement limitations",,,,Tier 1,,"A homebuyer in Taiyuan was dissatisfied with the developer's delay in handing over the house for more than a year, so he went to the local government to petition. However, the police pulled him on a bus to prevent him from continuing to petition, and he refused to cooperate during the process."
719,2022/06/06,,yes,offline,,group demonstration,,Chongqing,10-99,,,,project plan violation,property owners,"local government, property developer","government intervention, corporate accountability",,,,,Tier 1,,"Chongqing Yinglong Trade City changed the project plan without the owner's consent. Therefore, property owners protested at the gate of the Chongqing Economic and Technological Development Zone Management Committee, asking the government to intervene."
718,2022/09/27,,yes,offline,,"group demonstration, sign protest",Shandong,Qingdao,10-99,,,,"fraud, building quality",property owners,"local government, property developer","government accountability, corporate accountability",monitoring,,,,Tier 1,,"Homebuyers of a project in Qingdao refused to receive the house due to the high proportion of public facilities, and gathered in front of the sales center to protest. A buyer wrote a slogan on a white T-shirt during the protest."
717,2022/09/26,,yes,offline,,group demonstration,Jilin,Changchun,10-99,,,,fraud,investors,financial company,return assets,,,,,Tier 1,,A group of lenders gathered outside Jieyue United Company in Changchun to protest against the company's fraud.
716,2022/10/13,,yes,offline,,sign protest,Shandong,Linyi,1,,,,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,Workers hung banners on the wall of the Mount Homeland project in Linyi City to demand wages from the developer.
