respid,sample,comp,int_date,lang,state,density,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3f_1_other,bbsmart4,cable1,cable2,cable3a,cable3b,cable3c,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,web1j,web1k,sns2a,sns2b,sns2c,sns2d,sns2e,paya,payb,payc,prob,coviddisa,coviddisb,coviddisc,coviddisd,coviddise,device1b,device1c,device1d,books1,books2a,books2b,books2c,gender,age,marital,par,educ2,emplnw,disa,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,income,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
112527,2,1,2/6/2021,1,51,5,S,2,1,1,1,2,2,2, , , ,1,2,2,1,1,2,2,2, ,3,1, , , , ,2,2,2,2,1,2,1,2,1,2,2, , , , ,1,2, ,2,3,2,2,1,1,2,1,1,1,4,1,2,2,1,19,6,2,3,2,2,1,7, , , ,5,1,10,3,9,6,5, , ,2,.6794778,.543918
112534,2,1,2/7/2021,1,42,5,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,2,2,1,2,2,2, , ,1, ,4,2,2, ,2,2,2,1,1,1,1,1,2,12,2,2,2,1,60,1,2,6,1,2,2,1, , , ,1, ,7,1, ,2,2, , ,2,.3963289,.4463487
112560,2,1,1/28/2021,1,42,1,R,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,1,1,2,2,2,2, ,3,1, ,3,2,2,2,3,2,1,1,1,2,1,1,2,37,1,2,2,2,62,1,2,8,1,2,2,1, , , ,1, ,4,1, ,2,2, , ,1,.6224685,.7284849
112828,2,1,2/2/2021,1,4,3,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,3,2, , ,3,2,2, ,3,1,1,1,1,1,2,1,2,20,1,1,2,2,41,6,2,8,1,2,2,1, , , ,1, ,6,2, ,1, , , ,2,1.0303049,.7784322
112986,2,1,1/28/2021,1,29,4,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2, ,3,1,1,1,2,2, ,3,1,1,1,1,1,1,2,1,14,1,2,1,1,24,6,1,3,4,2,1,7, , , ,5,1,3,3,1,6,5, , ,2,.8641894,.6954915
113058,2,1,2/2/2021,1,12,2,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2, , ,1, ,1,2,2, ,3,3,2,2,1,2,2,1,1,8,1,1,1,2,56,2,1,8,1,2,2,1, , , ,1, ,7,2, ,4,3, , ,2,.6189055,.6429299
113088,2,1,1/26/2021,1,13,5,U,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,1,1,2,2, , ,3, ,3,2,2,2,3,2,2,2,2,3,1,1,1,2,1,2,2,1,44,4,2,6,1,2,2,1, , , ,1, ,7,3,1,2,2, , ,2,.7840468,.6575253
113176,2,1,2/1/2021,1,20,4,U,2,1,1,1,3,2,2, , , ,1,1,1,2,1,1,8,2, ,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2, , , , ,1,1, , ,1,3,3,1,3,1,2,2,2,10,1,2,2,1,45,6,2,3,4,2,2,2, , , ,2, ,10,3,9,1, , , ,2,2.0650634,1.5896934
113203,2,1,1/27/2021,1,53,1,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,1,1,2,2,2,2,2,2, , ,1,3,4,2,2,2,3,3,2,1,1,1,1,1,1,50,1,2,1,1,51,1,1,3,1,2,2,5, , , ,5, ,6,3,8,3,2, , ,1,1.6369545,1.5289242
113400,2,1,1/30/2021,1,1,2,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2, , ,3, ,3,2,2, ,4,1,2,1,1,2,2,1,2,12,1,1,2,1,42,1,2,4,1,1,2,1, , , ,1, ,7,1, ,3,3, , ,2,.8558884,.7351612
113517,2,1,2/5/2021,1,29,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,2,1,1,1,2,2, , ,1, ,3,2,2, ,3,2,1,1,1,1,1,1,2,10,1,2,2,1,40,1,1,4,1,2,2,1, , , ,1, ,8,2, ,2,1, , ,2,1.1830859,.9323401
113780,2,1,1/26/2021,1,39,1,S,2,2,1,1,4,2,1,2, , ,2, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,1,2,2,2,2, , , , ,3,2,2,2,2,1,1,1,1,1,1,2,2,3,1,2,2,2,64,6,2,4,6,1,2,1, , , ,1, ,2,2, ,1, , , ,2,1.1435893,1.0796238
113796,2,1,1/26/2021,1,36,2,U,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,4,2,2,2,8,2,1,1,2,97,1,2,1,1,65,3,2,8,3,2,2,1, , , ,1, ,1,2, ,1, , , ,2,.3175802,.4405955
113924,2,1,2/4/2021,1,6,5,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,2,1,1,2,2,1,2,1,2,3,2, ,1,1,2,2,1,2,3,2,2,2,2,1,1,1,25,1,1,1,1,20,6,2,4,2,2,2,1, , , ,1, ,9,1, ,3,3, , ,1,1.3902122,.9897679
114005,2,1,1/26/2021,1,36,3,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,1,2,1,1,1,2,1,1,2,2,1,1,1,2,2,1, ,1,1,2,2, ,3,1,1,1,1,1,1,1,1,35,1,2,1,1,24,6,1,8,1,2,1,1, , , ,1,1,7,3,1,2,1, , ,2,.4320806,.3946651
114061,2,1,2/2/2021,1,48,1,R,2,2,1,1,5,2,1,8, , ,2,2,2,2, ,2,1,2, , ,1, , , , ,2,2,2,2,2,8,2,2,2,2,2, , , , , ,2, ,2,4,1,2,1,3,1,2,1,2,96,1,2,1,2,84,1,2,3,4,2,2,1, , , ,1, ,6,2, ,2,2, , ,1,1.349158,2.2723671
114087,2,1,2/2/2021,1,53,1,U,2,2,1,1,4,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,1,2,2,2,1, , , , ,3,2,2,2,3,2,1,1,1,1,2,1,2,97,1,2,2,2,80,5,2,6,3,2,2,1, , , ,1, ,10,3,8,1, , , ,1,.3110796,.692637
114112,2,1,2/4/2021,1,15,4,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,2,1,1,1,2,2,5,3,3, ,3,2,2,2,2,2,2,1,1,2,1,1,2,97,1,2,1,2,61,1,2,8,1,2,2,3, , , ,3, ,8,2, ,3,3, , ,2,.7997061,.8637169
114432,2,1,1/28/2021,1,8,3,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,1,1,1,2,2,1, , , , ,3,2,2,2,3,2,1,1,1,1,1,1,1,20,1,1,1,2,49,1,2,6,1,2,2,2, , , ,2, ,7,3,2,2,2, , ,1,1.1990857,1.0828005
114439,2,1,2/1/2021,1,22,1,R,2,1,1,1,3,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,3,2,2,8,8,3,1,1,2,8,1,2,2,1,73,1,2,8,3,2,2,1, , , ,1, ,8,1, ,2,2, , ,2,.3110796,.400566
114734,2,1,1/26/2021,1,36,5, ,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,1,8,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,5,1,2,1, ,1,3,2,3,3,3,1,1,2,1,1,2,2,1,99,6,2,3,99,9,9,9, , , ,9, ,7,4,2,9,9, , ,2,1.1841325,1.2381825
114762,2,1,2/7/2021,1,40,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,2,1,2,1,2,2,2,1,1,2,4, ,1, ,3,2,2,2,2,1,1,1,1,1,1,1,1,50,1,1,1,1,71,1,2,8,3,1,2,1, , , ,1, ,8,3,2,2,2, , ,1,.3248272,.4094218
114841,2,1,2/6/2021,1,51,2,S,2,2,1,1,2,1,2, , , ,1,2,2,2,1,1,2,2, ,3,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,2, ,3,3, ,1,2, , ,4,1,1,1,1,1,2,2,2,3,1,2,2,2,20,6,2,3,1,2,2,2, , , ,2, ,4,3,2,1, , , ,2,1.9621005,1.6996379
114851,2,1,2/6/2021,1,12,2,S,2,1,1,1,4,2,2, , , ,1,2,1,1,1,1,2,2, ,2,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,4,2, ,1,4,1,1,1,1,1,1,1,2,1,1,2,2,1,62,2,2,3,2,1,2,1, , , ,1, ,1,3,1,2,2, , ,2,.9825373,1.0101948
115008,2,1,2/2/2021,1,6,3,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,1,2,1,2,1,1,2,3,1,5,1,2,2,2,3,1,1,1,1,1,1,1,2,8,1,2,2,1,53,1,2,8,1,2,2,1, , , ,1, ,9,3,2,2,2, , ,2,.7027417,.5825802
115065,2,1,1/29/2021,1,42,3,U,2,1,2,2, ,2,2, , , ,2,2,8,1, ,2,2,2, , ,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2, , , , , ,2, , , ,3,3,3,1,3,2,2,2,1,1,2,2,1,62,1,2,3,3,9,2,1, , , ,1, ,8,1, ,2,2, , ,1,1.1103825,1.1699276
115108,2,1,2/3/2021,1,27,1, ,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,2,1,1,1,1,2,1,1,2,1,5, ,3,1,2,2,2,2,2,1,1,1,1,1,1,1,1,4,1,1,2,1,23,6,2,6,1,2,2,1, , , ,1, ,6,3,2,4,4, , ,2,.5362405,.3946651
115410,2,1,2/6/2021,1,36,1,R,2,2,1,1,5,1,1,2, , ,1, , , , , , , , , ,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2, ,4,1,1,1,1,1,2,1,2,15,1,1,1,2,99,1,2,6,1,2,2,1, , , ,1, ,10,3,2,3,3, , ,2,.6666644,.7284849
115633,2,1,2/3/2021,1,34,5, ,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,2,1,2,1,1,2,1,2,2,2,3, ,1, ,1,2,2,2,4,1,1,1,1,1,2,1,2,2,1,2,1,1,99,9,2,8,1,2,9,9, , , ,9, ,10,3,2,2,2, , ,2,.3963289,.4463487
115667,2,1,1/29/2021,1,55,1,R,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,3,3,2,5,2,1,1, ,1,1,1,1,1,1,2,1,2,12,1,1,1,2,46,1,2,6,4,1,2,1, , , ,1, ,6,3,2,3,3, , ,1,1.0000856,.8070324
115707,2,1,2/1/2021,1,41,2,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,4, , ,3,2,2, ,3,2,2,1,1,1,2,1,2,20,1,2,2,1,57,1,1,8,1,2,2,1, , , ,1, ,5,2, ,3,2, , ,1,.3110796,.3946651
115883,2,1,2/4/2021,1,53,1, ,2,1,1,2,2,2,1,1,1, ,2,2,2,2, ,1,2,2, , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, ,1,3,2,2,1,2,2,1,1,2,0, , , ,1,99,9,9,99,99,9,9,9, , , ,9, ,10,9,9,9,9, , ,9,.3219784,.3946651
115903,2,1,2/6/2021,1,11,5,U,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,1, , , , ,2,1,1,1,4,1,1,1,2,1,1,1,2,0, , , ,1,48,6,2,6,4,1,1,4, , , ,5,3,2,8,1,2,2, , ,2,1.0647554,.8578907
116175,2,1,2/1/2021,1,27,1,R,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2, , , , ,2,2,2, ,3,1,2,1,2,2,2,1,2,10,1,2,2,1,34,6,2,3,1,2,2,1, , , ,1, ,6,1, ,3,3, , ,2,1.0963994,.9275734
116257,2,1,1/27/2021,1,6,1,U,2,2,1,1,3,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2, ,4,1, ,1,2,2, ,3,1,1,1,1,2,1,1,1,5,1,2,1,2,58,1,2,7,1,2,2,1, , , ,1, ,6,2, ,3,3, , ,2,.6059635,.6086443
116294,2,1,1/27/2021,1,48,5,S,2,1,2,1,4,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,5, ,1, ,3,1,1, ,2,1,1,1,1,1,2,1,2,98,1,1,1,1,30,1,1,6,4,2,2,2, , , ,2, ,5,3,2,5,3, , ,2,.8766032,.686777
116337,2,1,1/26/2021,1,47,1,R,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1, ,2, ,1,1,1, ,3,1,2,2,1,2,2,1,1,10,1,2,2,1,34,3,1,8,2,2,2,1, , , ,1, ,2,3,8,2,2, , ,2,.5876803,.4770352
116415,2,1,2/1/2021,1,4,3,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,2,1,2,2,1,2,1,1,2,1,2,2,2, , ,1, ,1,1,1, ,2,1,1,1,1,1,2,1,2,2,1,2,1,1,40,1,1,8,1,2,2,3, , , ,3, ,7,3,1,2,2, , ,2,1.0148426,.9246758
116615,2,1,2/5/2021,1,6,4,S,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,1,1,2,1,2,1,2,2, , , ,2,2,2,2,2,3,2,3,2,1,1,1,1,1,2,1,1,2,1,36,1,2,4,1,2,2,1, , , ,1, ,7,4,9,2,2, , ,2,1.0504315,.8633623
116839,2,1,1/28/2021,1,26,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,5,5,1, ,2,2,2, ,3,1,1,1,1,1,1,1,2,5,1,2,1,1,63,1,2,8,1,2,1,1,7, , ,4,3,10,2, ,2,2, , ,2,.5889016,.5649716
116890,2,1,2/4/2021,1,17,1,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,3,1,1,1,1,2,2,2,2,2,2,1,1,0, , , ,1,42,1,1,4,6,2,2,1, , , ,1, ,3,1, ,4,2, , ,1,1.1100237,.9508097
116914,2,1,1/27/2021,1,19,3, ,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,4,2,2,2,3,3,3,8,3,3,1,1,2,10,1,1,2,1,65,3,2,4,1,2,2,1, , , ,1, ,10,9,9,1, , , ,2,.6820138,.719257
116956,2,1,1/29/2021,1,41,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,3,4,1, ,2,2,2, ,4,2,1,2,1,1,1,1,2,4,1,2,2,1,68,1,2,7,3,2,2,1, , , ,1, ,10,3,2,2,2, , ,1,.3110796,.3946651
117225,2,1,1/28/2021,1,9,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,3,1,3,1,1,2,2, ,2,1,1,1,2,2,2,1,1,0, , , ,1,18,6,2,3,4,2,2,1, , , ,1, ,6,3,1,3,2, , ,2,1.1383556,1.0190593
117299,2,1,1/28/2021,1,49,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1, ,3,1, ,3,2,2, ,3,2,1,1,1,1,2,1,1,7,1,1,1,1,42,1,2,6,1,2,2,1, , , ,1, ,10,2, ,2,2, , ,2,.8392736,.7033231
117310,2,1,2/4/2021,1,6,4,U,2,1,1,1,5,2,2, , , ,2,2,1,2, ,2,8,2, , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, ,2,4,3,3,3,2,3,2,2,2,0, , , ,1,63,3,2,3,1,2,1,7, , , ,5,3,6,4,9,4,4, , ,1,2.3201672,1.823351
117342,2,1,2/5/2021,1,40,4,U,2,1,1,1,4,1,1,8, , ,1,2,1,1,1,2,1,2, ,1,1, , , , ,2,2,1,2,1,1,2,1,1,2,2, , ,3, ,3,1, ,1,3,1,2,2,2,2,1,1,2,0, , , ,1,62,6,2,2,2,1,2,2, , , ,2, ,3,3,2,3,3, , ,1,1.1851676,.9426799
117428,2,1,2/1/2021,1,55,3,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,1,2,2,1, , ,4, ,3,2,2,2,3,2,2,1,1,2,1,1,2,98,1,2,1,2,61,1,2,8,3,2,2,1, , , ,1, ,9,1, ,2,9, , ,1,.7160373,.6718027
117486,2,1,1/28/2021,1,6,4,U,2,1,1,1,1,1,1,5, , ,1,2,2,2,1,2,1,2, ,3,2,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2, ,5,1, ,1,2, , ,1,1,1,1,1,1,2,1,2,20,2,2,1,1,61,1,2,5,4,2,2,1, , , ,1, ,3,3,9,1, , , ,2,.7352857,.7459034
117521,2,1,2/6/2021,1,24,4,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,1,1,1,1,2,2, ,3,1, ,3,2,2,2,2,1,1,1,1,1,1,1,1,3,1,2,1,2,59,1,2,7,1,1,2,2, , , ,2, ,9,2, ,3,3, , ,1,.7043088,.6492587
117790,2,1,2/8/2021,1,1,2,S,2,2,2,2, ,2,1,2, , ,2, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,2,2,2, , ,1,2,1,1,1,1,1,1,97,1,2,1,2,35,2,1,3,4,2,2,1, , , ,1, ,6,1, ,4,2, , ,2,2.2081386,2.0472725
117793,2,1,1/29/2021,1,17,5,U,2,2,2,2, ,2,2, , , ,2,2,2,2, ,2,2,1,I don't know how to use the computer, ,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , , ,1,1,1,1,3,2,2,2,0, , , ,2,69,3,2,4,3,1,2,1, , , ,1, ,1,3,2,1, , , ,1,.5995854,1.3290373
117982,2,1,2/1/2021,1,48,1,R,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,1,2,2,2, , ,1, ,3,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,1,51,1,1,4,1,2,2,1,5, , ,4, ,7,3,1,3,2, , ,1,.9232577,.8399593
118142,2,1,1/26/2021,1,34,4,S,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,1,2,2,2,2, , , , ,2,2,2,2,3,1,2,1,1,2,1,1,1,6,1,1,1,1,46,1,1,8,1,2,2,1, , , ,1, ,9,3,2,6,3, , ,1,.9176609,.846304
118194,2,1,1/28/2021,1,40,4,S,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,3, ,1,2,2,2,2,3,3,2,1,1,1,1,2,30,1,2,1,1,51,1,1,3,1,2,2,1, , , ,1, ,4,3,1,3,2, , ,2,1.7410199,1.6380998
118393,2,1,1/28/2021,1,6,4,U,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,2, , , , ,1,2,2, ,4,1,1,1,1,1,1,1,2,24,2,1,1,1,79,1,1,8,3,2,2,1, , , ,1, ,3,3,2,2,2, , ,2,.3708016,.4634886
118627,2,1,1/26/2021,1,26,1,R,2,2,1,1,4,2,2, , , ,2,2,2,2, ,1,2,1,dont want it,6,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, ,2,1,3,3,3,2,2,2,2,2,0, , , ,2,64,5,2,5,1,2,2,1, , , ,1, ,6,1, ,5,5, , ,1,1.21674,1.0796238
118721,2,1,1/27/2021,1,47,4,U,2,1,1,1,2,1,1,3, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,2,2,8,2,2,2, , ,2, ,2,2,2, ,2,1,1,1,1,1,1,1,2,98,2,1,1,1,55,1,2,5,3,2,2,1, , , ,1, ,10,5,1,2,2, , ,2,.7695817,.799702
118773,2,1,1/26/2021,1,23,2,S,2,1,1,1,4,1,2, , , ,1,2,9,2,1,1,2,2, ,3,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,1, ,4,2, ,2,3,2,2,8,1,2,1,2,2,1,1,2,2,1,73,3,2,3,3,1,2,1, , , ,1, ,4,2, ,1, , , ,2,.9488504,1.2222229
118855,2,1,1/26/2021,1,12,3,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,1,1,1,2,2,2,1,3,2, ,2,2,2,2,3,1,1,1,1,2,2,1,2,30,1,2,2,2,50,1,2,6,1,2,2,1, , , ,1, ,8,1, ,2,2, , ,1,.9164317,.8189401
118914,2,1,2/1/2021,1,31,1,R,2,1,2,2, ,2,2, , , ,1,2,2,2,2,2,2,1,Not interested, ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, ,2, ,3,8,8,3,3,2,2,2,2,1,2,2,1,82,5,2,4,3,1,2,1, , , ,1, ,8,1, ,1, , , ,1,.4144898,.7036994
118953,2,1,1/30/2021,1,39,5,S,2,2,1,1,3,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,3, , ,2,2,2,3,1,2,1,1,2,1,1,2,5,2,1,2,2,45,6,2,5,1,2,2,2, , , ,2, ,6,2, ,2,2, , ,1,1.5813408,1.3200716
119003,2,1,2/6/2021,1,37,3,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,2,2,2,2,2,2, ,3,1, ,1,2,2,1,2,1,1,1,1,1,1,1,2,0, , , ,2,61,1,2,3,4,2,2,2, , , ,2, ,3,3,2,2,2, , ,2,2.0882163,1.6149006
119058,2,1,1/28/2021,1,48,1,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,1,3,2,2, ,2,1,1,1,1,1,1,1,2,13,1,1,2,2,22,6,2,3,1,2,2,1, , , ,1, ,4,3,1,5,3, , ,2,1.9757046,1.7323261
119166,2,1,1/29/2021,1,26,2,R,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,1,1,2,1,2,1,2,2,2,2, ,2,2, ,3,2,2, ,1,2,1,1,1,1,2,1,1,0, , , ,2,40,1,1,4,2,2,2,1, , , ,1, ,10,3,2,4,3, , ,1,1.234324,.9368026
119196,2,1,1/26/2021,1,50,1,R,2,1,1,2,4,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,2,3,2,1,1,3,1,1,2,96,1,2,1,1,75,1,2,3,3,2,2,1, , , ,1, ,10,3,8,3,9, , ,1,.9078804,1.2404976
119204,2,1,1/26/2021,1,9,3,S,2,1,2,2, ,2,2, , , ,2,2,2,2, ,2,8,1,never use, ,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, , , ,2,8,8,1,2,2,2,2,0, , , ,1,70,3,2,3,3,2,2,3, , , ,3, ,1,3,8,1, , , ,2,1.8517753,1.7757562
119398,2,1,1/29/2021,1,34,4,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2, , ,2, ,3,2,2, ,2,1,2,1,1,2,1,1,1,10,2,1,2,1,44,3,1,6,1,2,2,1, , , ,1, ,4,3,2,3,1, , ,2,.9233458,.8418058
119534,2,1,2/2/2021,1,12,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,1,1,1,2,2,2,1,2, ,2,2,2,2,2,2,2,4,2,2,1,1,1,2,2,1,20,1,1,2,1,25,6,2,8,4,2,2,2, , , ,2, ,6,3,1,3,3, , ,2,.9821171,.7875964
119583,2,1,1/26/2021,1,12,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,2,2,1,2,2,2,2,2,2, ,3, , ,5,2,2,2,4,1,1,1,1,1,2,1,2,0, , , ,1,68,1,2,4,3,1,2,1, , , ,1, ,10,2, ,3,3, , ,2,.6337868,.7140825
119633,2,1,2/2/2021,1,17,1,R,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2, ,3,1,2,3,2,2, ,3,2,3,2,1,2,1,1,2,27,1,1,1,2,23,1,2,8,2,2,2,1, , , ,1, ,8,1, ,2,2, , ,2,1.1035516,.7674975
119635,2,1,2/3/2021,1,48,5,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,2,2,1,2,2,1,1,2,1,1,3, , ,1,2,2,2,1,1,1,1,1,1,2,1,2,20,1,1,2,1,30,1,1,4,4,2,2,1, , , ,1, ,7,3,9,3,2, , ,2,1.6128112,1.3280488
119660,2,1,2/5/2021,1,6,2,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,5,3,2,2,2,2,2, ,4,2,2,2,1,2,1,1,1,10,1,1,2,1,33,6,2,6,1,2,2,1,2, , ,4, ,7,2, ,1, , , ,2,.9236536,.8321493
119796,2,1,2/4/2021,1,48,3,U,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,1,1,1,2,1,2, , ,2, ,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,46,1,1,8,1,2,2,1, , , ,1, ,7,3,9,5,2, , ,2,.7355197,.624599
119910,2,1,2/1/2021,1,36,2,R,2,1,1,1,5,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,3,1,2,1,1,1,2,2,1,0, , , ,1,46,1,1,3,1,2,2,1, , , ,1, ,5,3,8,4,2, , ,2,1.4246781,1.4524316
119932,2,1,2/6/2021,1,47,3,U,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2, , , , ,3,2,2, ,4,3,2,1,1,2,2,1,1,7,1,1,2,1,31,1,2,5,1,2,2,1, , , ,1, ,6,1, ,2,2, , ,2,1.6197416,1.2548401
120017,2,1,2/2/2021,1,53,2,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,1,2,1,2,2,2, , ,1, ,2,2,2,2,2,1,2,1,1,2,1,1,1,96,1,1,2,2,43,1,1,5,4,2,2,1, , , ,1, ,10,9,9,3,2, , ,2,1.0300371,.8674946
